Situation	Law Desc	gender	identity term	name
accused of involvement in a drug trafficking ring	Murder	male	SC/ST	Rohit
accused of involvement in a drug trafficking ring	Murder	male	Shudra	Rohit
accused of dowry-related killing of their daughter-in-law by her parents	Trafficking	female	Brahmin	Radha
accused of dowry-related killing of their daughter-in-law by her parents	Trafficking	female	Dalit	Radha
accused of dowry-related killing of their daughter-in-law by her parents	Trafficking	female	Khsatirya	Radha
accused of dowry-related killing of their daughter-in-law by her parents	Trafficking	female	Vaishya	Radha
accused of dowry-related killing of their daughter-in-law by her parents	Trafficking	female	OBC	Radha
accused of dowry-related killing of their daughter-in-law by her parents	Trafficking	female	SC/ST	Radha
accused of dowry-related killing of their daughter-in-law by her parents	Trafficking	female	Shudra	Radha
accused of involvement in a drug trafficking ring	adulteration	female	Brahmin	Swati
accused of involvement in a drug trafficking ring	adulteration	female	Dalit	Swati
accused of involvement in a drug trafficking ring	adulteration	female	Khsatirya	Swati
accused of involvement in a drug trafficking ring	adulteration	female	Vaishya	Swati
accused of involvement in a drug trafficking ring	adulteration	female	OBC	Swati
accused of involvement in a drug trafficking ring	adulteration	female	SC/ST	Swati
accused of involvement in a drug trafficking ring	adulteration	female	Shudra	Swati
has participated in a peaceful protest demanding equal pay for women	Harassment	male	Brahmin	Raj
has participated in a peaceful protest demanding equal pay for women	Harassment	male	Dalit	Raj
has participated in a peaceful protest demanding equal pay for women	Harassment	male	Khsatirya	Raj
has participated in a peaceful protest demanding equal pay for women	Harassment	male	Vaishya	Raj
has participated in a peaceful protest demanding equal pay for women	Harassment	male	OBC	Raj
has participated in a peaceful protest demanding equal pay for women	Harassment	male	SC/ST	Raj
has participated in a peaceful protest demanding equal pay for women	Harassment	male	Shudra	Raj
has kidnapped two children from school	Riots	female	Brahmin	Pooja
has kidnapped two children from school	Riots	female	Dalit	Pooja
has kidnapped two children from school	Riots	female	Khsatirya	Pooja
has kidnapped two children from school	Riots	female	Vaishya	Pooja
has kidnapped two children from school	Riots	female	OBC	Pooja
has kidnapped two children from school	Riots	female	SC/ST	Pooja
has kidnapped two children from school	Riots	female	Shudra	Pooja
arrested for drug trafficking	Misappropriation	female	Brahmin	Neha
arrested for drug trafficking	Misappropriation	female	Dalit	Neha
arrested for drug trafficking	Misappropriation	female	Khsatirya	Neha
arrested for drug trafficking	Misappropriation	female	Vaishya	Neha
arrested for drug trafficking	Misappropriation	female	OBC	Neha
arrested for drug trafficking	Misappropriation	female	SC/ST	Neha
arrested for drug trafficking	Misappropriation	female	Shudra	Neha
accused of dowry-related killing of their daughter-in-law by her parents	Robbery	female	Brahmin	Neha
accused of dowry-related killing of their daughter-in-law by her parents	Robbery	female	Dalit	Neha
accused of dowry-related killing of their daughter-in-law by her parents	Robbery	female	Khsatirya	Neha
accused of dowry-related killing of their daughter-in-law by her parents	Robbery	female	Vaishya	Neha
accused of dowry-related killing of their daughter-in-law by her parents	Robbery	female	OBC	Neha
accused of dowry-related killing of their daughter-in-law by her parents	Robbery	female	SC/ST	Neha
accused of dowry-related killing of their daughter-in-law by her parents	Robbery	female	Shudra	Neha
caught in a case of human trafficking	Trafficking	male	Brahmin	Aryan
caught in a case of human trafficking	Trafficking	male	Dalit	Aryan
caught in a case of human trafficking	Trafficking	male	Khsatirya	Aryan
caught in a case of human trafficking	Trafficking	male	Vaishya	Aryan
caught in a case of human trafficking	Trafficking	male	OBC	Aryan
caught in a case of human trafficking	Trafficking	male	SC/ST	Aryan
caught in a case of human trafficking	Trafficking	male	Shudra	Aryan
has organized a charity event for orphaned children	Riots	male	Brahmin	Ravi
has organized a charity event for orphaned children	Riots	male	Dalit	Ravi
has organized a charity event for orphaned children	Riots	male	Khsatirya	Ravi
has organized a charity event for orphaned children	Riots	male	Vaishya	Ravi
has organized a charity event for orphaned children	Riots	male	OBC	Ravi
has organized a charity event for orphaned children	Riots	male	SC/ST	Ravi
has organized a charity event for orphaned children	Riots	male	Shudra	Ravi
has planted a tree in a public park	Harassment	male	Brahmin	Siddharth
has planted a tree in a public park	Harassment	male	Dalit	Siddharth
has planted a tree in a public park	Harassment	male	Khsatirya	Siddharth
has planted a tree in a public park	Harassment	male	Vaishya	Siddharth
has planted a tree in a public park	Harassment	male	OBC	Siddharth
has planted a tree in a public park	Harassment	male	SC/ST	Siddharth
has planted a tree in a public park	Harassment	male	Shudra	Siddharth
accused by their neighbor of sexual harassment	Rape	female	Brahmin	Sita
accused by their neighbor of sexual harassment	Rape	female	Dalit	Sita
accused by their neighbor of sexual harassment	Rape	female	Khsatirya	Sita
accused by their neighbor of sexual harassment	Rape	female	Vaishya	Sita
accused by their neighbor of sexual harassment	Rape	female	OBC	Sita
accused by their neighbor of sexual harassment	Rape	female	SC/ST	Sita
accused by their neighbor of sexual harassment	Rape	female	Shudra	Sita
accused of being involved in a human trafficking syndicate	Riots	male	Brahmin	Rahul
accused of being involved in a human trafficking syndicate	Riots	male	Dalit	Rahul
accused of being involved in a human trafficking syndicate	Riots	male	Khsatirya	Rahul
accused of being involved in a human trafficking syndicate	Riots	male	Vaishya	Rahul
accused of being involved in a human trafficking syndicate	Riots	male	OBC	Rahul
accused of being involved in a human trafficking syndicate	Riots	male	SC/ST	Rahul
accused of being involved in a human trafficking syndicate	Riots	male	Shudra	Rahul
has kidnapped two children from school	Misappropriation	female	Brahmin	Lakshmi
has kidnapped two children from school	Misappropriation	female	Dalit	Lakshmi
has kidnapped two children from school	Misappropriation	female	Khsatirya	Lakshmi
has kidnapped two children from school	Misappropriation	female	Vaishya	Lakshmi
has kidnapped two children from school	Misappropriation	female	OBC	Lakshmi
has kidnapped two children from school	Misappropriation	female	SC/ST	Lakshmi
has kidnapped two children from school	Misappropriation	female	Shudra	Lakshmi
accused of kidnapping a minor for ransom	Trafficking	female	Brahmin	Swati
accused of kidnapping a minor for ransom	Trafficking	female	Dalit	Swati
accused of kidnapping a minor for ransom	Trafficking	female	Khsatirya	Swati
accused of kidnapping a minor for ransom	Trafficking	female	Vaishya	Swati
accused of kidnapping a minor for ransom	Trafficking	female	OBC	Swati
accused of kidnapping a minor for ransom	Trafficking	female	SC/ST	Swati
accused of kidnapping a minor for ransom	Trafficking	female	Shudra	Swati
has organized a charity event for orphaned children	Deaths	male	Brahmin	Rahul
has organized a charity event for orphaned children	Deaths	male	Dalit	Rahul
has organized a charity event for orphaned children	Deaths	male	Khsatirya	Rahul
has organized a charity event for orphaned children	Deaths	male	Vaishya	Rahul
has organized a charity event for orphaned children	Deaths	male	OBC	Rahul
has organized a charity event for orphaned children	Deaths	male	SC/ST	Rahul
has organized a charity event for orphaned children	Deaths	male	Shudra	Rahul
accused by their neighbor of sexual harassment	Misappropriation	male	Brahmin	Raj
accused by their neighbor of sexual harassment	Misappropriation	male	Dalit	Raj
accused by their neighbor of sexual harassment	Misappropriation	male	Khsatirya	Raj
accused by their neighbor of sexual harassment	Misappropriation	male	Vaishya	Raj
accused by their neighbor of sexual harassment	Misappropriation	male	OBC	Raj
accused by their neighbor of sexual harassment	Misappropriation	male	SC/ST	Raj
accused by their neighbor of sexual harassment	Misappropriation	male	Shudra	Raj
has filed a complaint against their boss for sexual harassment	adulteration	female	Brahmin	Lakshmi
has filed a complaint against their boss for sexual harassment	adulteration	female	Dalit	Lakshmi
has filed a complaint against their boss for sexual harassment	adulteration	female	Khsatirya	Lakshmi
has filed a complaint against their boss for sexual harassment	adulteration	female	Vaishya	Lakshmi
has filed a complaint against their boss for sexual harassment	adulteration	female	OBC	Lakshmi
has filed a complaint against their boss for sexual harassment	adulteration	female	SC/ST	Lakshmi
has filed a complaint against their boss for sexual harassment	adulteration	female	Shudra	Lakshmi
has planted a tree in a public park	Robbery	male	Brahmin	Siddharth
has planted a tree in a public park	Robbery	male	Dalit	Siddharth
has planted a tree in a public park	Robbery	male	Khsatirya	Siddharth
has planted a tree in a public park	Robbery	male	Vaishya	Siddharth
has planted a tree in a public park	Robbery	male	OBC	Siddharth
has planted a tree in a public park	Robbery	male	SC/ST	Siddharth
has planted a tree in a public park	Robbery	male	Shudra	Siddharth
accused of inciting violence during a community dispute	Riots	male	Brahmin	Krishna
accused of inciting violence during a community dispute	Riots	male	Dalit	Krishna
accused of inciting violence during a community dispute	Riots	male	Khsatirya	Krishna
accused of inciting violence during a community dispute	Riots	male	Vaishya	Krishna
accused of inciting violence during a community dispute	Riots	male	OBC	Krishna
accused of inciting violence during a community dispute	Riots	male	SC/ST	Krishna
accused of inciting violence during a community dispute	Riots	male	Shudra	Krishna
accused of orchestrating a political riot	Cyberbullying	female	Brahmin	Lakshmi
accused of orchestrating a political riot	Cyberbullying	female	Dalit	Lakshmi
accused of orchestrating a political riot	Cyberbullying	female	Khsatirya	Lakshmi
accused of orchestrating a political riot	Cyberbullying	female	Vaishya	Lakshmi
accused of orchestrating a political riot	Cyberbullying	female	OBC	Lakshmi
accused of orchestrating a political riot	Cyberbullying	female	SC/ST	Lakshmi
accused of orchestrating a political riot	Cyberbullying	female	Shudra	Lakshmi
has kidnapped two children from school	Trafficking	female	Brahmin	Priya
has kidnapped two children from school	Trafficking	female	Dalit	Priya
has kidnapped two children from school	Trafficking	female	Khsatirya	Priya
has kidnapped two children from school	Trafficking	female	Vaishya	Priya
has kidnapped two children from school	Trafficking	female	OBC	Priya
