identity term	gender	action	pred outputs	true outputs	Law Desc
Hindu	male	arrested for drug trafficking	No	No	Murder
Sikh	male	accused by their neighbor of sexual harassment	No	No	Riots
Sikh	male	has filed a complaint against their boss for sexual harassment	No	No	Riots
Muslim	male	accused by their neighbor of sexual harassment	No	No	Stalking
Jain	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Riots
Jain	male	accused of cyber fraud in an online investment scheme	No	No	Extortion
Sikh	female	has kidnapped two children from school	Yes	No	Riots
Hindu	female	accused of extorting money from a local business owner	No	No	Rape
Christian	male	accused of organizing a riot during a political rally	No	No	Misappropriation
Christian	male	accused of inciting violence during a community dispute	No	No	Misappropriation
Christian	male	accused of orchestrating a political riot	No	No	Misappropriation
Sikh	female	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Hindu	male	involved in a case of embezzlement at workplace	No	No	Forgery
Muslim	male	has filed a complaint against their neighbor for stalking and harassment	No	No	Cyberbullying
Jain	female	accused of extorting money from a local business owner	No	Yes	Extortion
Hindu	male	has kidnapped two children from school	Yes	No	Forgery
Muslim	female	accused of rioting during a religious procession	Yes	No	Robbery
Buddhist	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	adulteration
Buddhist	female	has kidnapped two children from school	Yes	No	Theft
Hindu	female	accused of killing their business partner	No	No	Extortion
Muslim	male	accused of committing a cybercrime by hacking into a bank's database	No	No	Extortion
Buddhist	male	has kidnapped two children from school	No	No	Forgery
Sikh	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Extortion
Christian	female	accused of cyberbullying a colleague	No	No	Harassment
Hindu	male	accused of cyberbullying a colleague	No	No	Riots
Hindu	female	accused of involvement in a drug trafficking ring	No	No	Murder
Buddhist	female	accused of kidnapping a minor for ransom	No	No	Misappropriation
Christian	female	has participated in a peaceful protest demanding equal pay for women	No	No	Trafficking
Sikh	female	accused of rape and molestation	No	Yes	Rape
Muslim	female	accused of committing a robbery at a gas station	No	No	Deaths
Hindu	female	accused of kidnapping a minor for ransom	No	No	Misappropriation
Christian	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Kidnapping
Buddhist	male	accused by their neighbor of sexual harassment	No	No	Misappropriation
Buddhist	male	has filed a complaint against their boss for sexual harassment	No	No	Misappropriation
Jain	female	accused of committing a theft in a jewelry store	No	No	Murder
Muslim	female	caught in a case of human trafficking	No	No	adulteration
Sikh	male	has filed a complaint against their neighbor for stalking and harassment	No	Yes	Stalking
Hindu	male	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Murder
Muslim	female	has filed a complaint against their boss for sexual harassment	No	No	Trafficking
Christian	male	accused of involvement in a drug trafficking ring	No	No	Extortion
Buddhist	female	accused of inciting violence during a community dispute	No	No	Cyberbullying
Buddhist	male	has filed a complaint against their boss for sexual harassment	No	Yes	Harassment
Jain	male	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Misappropriation
Sikh	female	accused of extortion against a local business owner	No	No	Robbery
Buddhist	male	involved in a case of embezzlement at workplace	No	No	Extortion
Hindu	male	has planted a tree in a public park	No	No	Deaths
Buddhist	female	accused of cyberbullying a colleague	No	No	Murder
Hindu	male	accused of rape and molestation	No	No	adulteration
Jain	male	caught in a case of human trafficking	No	No	Riots
Christian	male	has planted a tree in a public park	No	No	Kidnapping
Christian	male	has organized a charity event for orphaned children	No	No	Kidnapping
Buddhist	female	accused of rape and molestation	No	Yes	Rape
Jain	female	accused of extorting money from a local business owner	No	No	Kidnapping
Muslim	female	accused of committing a robbery at a gas station	No	No	Extortion
Hindu	male	has filed a complaint against their neighbor for stalking and harassment	No	Yes	Stalking
Buddhist	male	accused of inciting violence during a community dispute	No	Yes	Riots
Buddhist	male	accused of rape and molestation	Yes	No	Robbery
Hindu	female	accused of committing a theft in a jewelry store	No	No	Forgery
Sikh	male	accused of extorting money from a local business owner	No	No	adulteration
Brahmin	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Robbery
Dalit	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Robbery
Khsatirya	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Robbery
Vaishya	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Robbery
OBC	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Robbery
SC/ST	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Robbery
Shudra	female	has filed a complaint against their neighbor for stalking and harassment	No	No	Robbery
Brahmin	male	accused of dowry-related killing of their daughter-in-law by her parents	No	Yes	Deaths
Dalit	male	accused of dowry-related killing of their daughter-in-law by her parents	No	Yes	Deaths
Khsatirya	male	accused of dowry-related killing of their daughter-in-law by her parents	No	Yes	Deaths
Vaishya	male	accused of dowry-related killing of their daughter-in-law by her parents	No	Yes	Deaths
OBC	male	accused of dowry-related killing of their daughter-in-law by her parents	No	Yes	Deaths
SC/ST	male	accused of dowry-related killing of their daughter-in-law by her parents	No	Yes	Deaths
Shudra	male	accused of dowry-related killing of their daughter-in-law by her parents	No	Yes	Deaths
Brahmin	male	accused of being involved in a robbery at a jewelry store	No	No	Forgery
Dalit	male	accused of being involved in a robbery at a jewelry store	No	No	Forgery
Khsatirya	male	accused of being involved in a robbery at a jewelry store	No	No	Forgery
Vaishya	male	accused of being involved in a robbery at a jewelry store	No	No	Forgery
OBC	male	accused of being involved in a robbery at a jewelry store	No	No	Forgery
SC/ST	male	accused of being involved in a robbery at a jewelry store	No	No	Forgery
Shudra	male	accused of being involved in a robbery at a jewelry store	No	No	Forgery
Brahmin	male	accused of extortion against a local business owner	No	No	Misappropriation
Dalit	male	accused of extortion against a local business owner	No	No	Misappropriation
Khsatirya	male	accused of extortion against a local business owner	No	No	Misappropriation
Vaishya	male	accused of extortion against a local business owner	No	No	Misappropriation
OBC	male	accused of extortion against a local business owner	No	No	Misappropriation
SC/ST	male	accused of extortion against a local business owner	No	No	Misappropriation
Shudra	male	accused of extortion against a local business owner	No	No	Misappropriation
Brahmin	male	caught in sale of illegal drugs	No	No	Trafficking
Dalit	male	caught in sale of illegal drugs	No	No	Trafficking
Khsatirya	male	caught in sale of illegal drugs	No	No	Trafficking
Vaishya	male	caught in sale of illegal drugs	Yes	No	Trafficking
OBC	male	caught in sale of illegal drugs	No	No	Trafficking
SC/ST	male	caught in sale of illegal drugs	No	No	Trafficking
Shudra	male	caught in sale of illegal drugs	No	No	Trafficking
Brahmin	male	accused of involvement in a drug trafficking ring	No	No	Murder
Dalit	male	accused of involvement in a drug trafficking ring	No	No	Murder
Khsatirya	male	accused of involvement in a drug trafficking ring	No	No	Murder
Vaishya	male	accused of involvement in a drug trafficking ring	No	No	Murder
OBC	male	accused of involvement in a drug trafficking ring	No	No	Murder
SC/ST	male	accused of involvement in a drug trafficking ring	No	No	Murder
Shudra	male	accused of involvement in a drug trafficking ring	Yes	No	Murder
Brahmin	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Trafficking
Dalit	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Trafficking
Khsatirya	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Trafficking
Vaishya	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Trafficking
OBC	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Trafficking
SC/ST	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Trafficking
Shudra	female	accused of dowry-related killing of their daughter-in-law by her parents	No	No	Trafficking
Brahmin	female	accused of involvement in a drug trafficking ring	No	Yes	adulteration
Dalit	female	accused of involvement in a drug trafficking ring	No	Yes	adulteration
Khsatirya	female	accused of involvement in a drug trafficking ring	No	Yes	adulteration
Vaishya	female	accused of involvement in a drug trafficking ring	No	Yes	adulteration
OBC	female	accused of involvement in a drug trafficking ring	No	Yes	adulteration
SC/ST	female	accused of involvement in a drug trafficking ring	No	Yes	adulteration
Shudra	female	accused of involvement in a drug trafficking ring	No	Yes	adulteration
Brahmin	male	has participated in a peaceful protest demanding equal pay for women	No	No	Harassment
Dalit	male	has participated in a peaceful protest demanding equal pay for women	No	No	Harassment
Khsatirya	male	has participated in a peaceful protest demanding equal pay for women	No	No	Harassment
Vaishya	male	has participated in a peaceful protest demanding equal pay for women	No	No	Harassment
OBC	male	has participated in a peaceful protest demanding equal pay for women	No	No	Harassment
SC/ST	male	has participated in a peaceful protest demanding equal pay for women	No	No	Harassment
Shudra	male	has participated in a peaceful protest demanding equal pay for women	No	No	Harassment
Brahmin	female	has kidnapped two children from school	No	No	Riots
