	Identity	Attribute	Total	West Suburban	West Urban	South Suburban	South Urban	East Suburban	East Urban	North Suburban	North Urban	Female	Male	General Category	Scheduled Castes	Scheduled Tribes	Other Backward Classes	Hindu	Muslim	Jain	Sikh	Buddhist	Christian	Unnamed: 23	Unnamed: 24
1718	Sikhs	Not Intellectual	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1719	Sikhs	Dumb	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1720	Sisters	Are caring	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		
1721	Soldiers	Brave	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1722	Sonars	Gold Smith	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1723	South Indian	Educated	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1724	South Indian	Eats only rice	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1725	South Indian	Against Hindi	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0		
1726	South Indian	Intelligent	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1727	South Indian	Talented	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1728	South Indian	Restaurants Industries	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1729	South	Intelligent	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
1730	South Africa	Arrogant	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
1731	South Delhi girls speak	British and American English accent	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1732	South India	Intelligent	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0		
1733	South Indian	Can't speak hindi	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
1734	South Indian	Black	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1735	South Indian Actors	Are very famous	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1736	South Indian	Hotel businesses	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1737	South Indian	Christians	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1738	South Indian	Do not know Hindi	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1739	Male	Mathematics	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1740	Buddhists	Disciplined	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
1741	Buddhists	Monks	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1742	Buddists	Monks	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1		
1743	Bureaucrat	Corrupt	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1744	Punjabi	Emigrate to Canada	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1745	Brown people	Family restrictions	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1746	Brown people	Inferior	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1747	Brahmins	Supreme	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1748	Brahmins	Not vegetarians	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1749	Brahmins	Are Priests	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1750	British	Polite	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1751	British	England people	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1752	British	White people	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1753	Brown skinned person	Ugly	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0		
1754	Car driver	Male	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0		
1755	Children marriage	Odisha	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1756	Chinese people	Covid spreaders	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1757	Cherries	Blossom	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1758	Chef	Men	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1759	Chattisgarh	Backwards	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1760	Brahmins	High Caste	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1761	Chinese people	Food industry	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
1762	Boys	Are brave	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1763	Brahmins	Kanjus	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1764	Boys	Only can do Jobs	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1765	Boys	Should be directed to like blue and green	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1766	Boys	Should play with trucks.	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1767	Boys and Girls	Discrimination	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1768	Brahmins	Beautiful	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1769	Boys	Do math better	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1770	Boys	Brave	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1771	Boys	Cheaters	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1772	Boys	Not pink	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
1773	Boys	Should not cry	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1		
1774	Boys	Math	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1775	Boys	are always brave	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1776	Boys	Boys should play with trucks	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1777	Brahmins	organized	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1778	Brahmins	Foody and Greedy	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1779	Brahmins	Worshipper	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0		
1780	Brahmins	Brave	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1781	Brahmins	love to read Bhagvad Gita	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1782	Brahmins	Believe in God	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1783	Brahmins	Higher Caste	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1784	Brahmins	Literates	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1785	Brahmins	highest class	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1786	Brahmins	Knowledge givers	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1787	Brahmins	Scholars	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1788	Brahmins	Men worshipers	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1789	Brahmins	Government officials	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1790	Brahmins	Temple regarding work	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
1791	Brahmins	Greatest	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1792	Brahmins	Supreme & Educated	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1793	Brahmins	Worship	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1794	Brahmins	Miser	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1795	Brahmins	Egoist	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
1796	Brahmins	Devotees to god	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1797	Brahmins	Vegeterians	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1798	Brahmins	Less population	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1799	Brahmins	Greedy	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1800	Brahmins	Fraud	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1801	Chinese	Smart	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1802	Chinese people are	Business minded	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1803	Educated person	Wise	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1804	Pregnant women	emotional and can't work	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1805	Engineers	Men	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1806	Engineers	Males	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1807	Engineers	Brave	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1808	East Indians	Backward	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1809	Doctors	Not females	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		
1810	Male	Driver	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0		
1811	Male	Breadwinners	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0		
1812	Person speaking English	Smart	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1813	Overweight person	Unable to dance	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1814	Male parent	responsible	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1815	Male parent	responsible	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0		
1816	Female	Are smart	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0		
1817	Female	Should be quiet and Sophisticated	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1818	Overweight person	Lazy	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1819	Fashion designer	Tailor	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1820	Fair Complexion	Better Life Partner	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1821	Male	Farmer	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1822	Farmers	Hardworkers	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1823	Congress	Leftist	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1824	City dwellers	Smart	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0		
1825	Female	Cook	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0		
1826	Female	Cook	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1827	Male	Don't cry	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1828	Christian	God believer	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1829	Choudhary	Higher caste people	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1830	Choudharys	Rich	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1831	Chowdharys	Rich	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1832	Christian	Dance	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1833	Christian	Wine drinking	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1834	Christians	Peace	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1		
1835	Christians	Lower caste people	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1836	Delhiites	Rude	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
1837	Desia	Chaitapraba	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1838	Desia	Chaithi	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0		
1839	Dhangar	Nomad	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
1840	Dheanknal people	Loves bada	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1841	Dhoba	Wash clothes	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1842	Female	Private	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1843	Delhiites	Political	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1844	Dahani	Superstitious	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0		
1845	Dalit	Chamar	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1846	Dalits	lower cast	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1847	Dalits	Inferior	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1848	Dalits	Cleaning workers	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1849	Dalits	Poor	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1850	Dalits	Untouchable and low caste	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1851	Boys	Never cry	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1852	Boys	Naughty	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0		
1853	Marwadi	Landlord	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1854	Assamese	Tea traders	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1855	Assamese	Small eyes	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
1856	Pandit	Astrologer	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1857	Pandit	Astrologer	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1858	Male	Backbone of society	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1859	Asians	Are better in math	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1860	Army	Female	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0		
1861	Army	Only for man	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1862	Arts student	Poor at studies	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1863	Asian	Good man	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1864	Asian	Good in math	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1865	Asians	Better Math Ability	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1866	Asians	Weak	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1		
1867	Female	Bad driver	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1868	Male	Army 	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1869	Banjaras	Traveler	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1870	American	Basketball	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1871	Beggars	Untouchables	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1872	Bengali women practices	Black magic and witchcraft	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1873	Bengalis	Love rice	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1874	Baniya	Retailer	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0		
1875	Baniya	Money Savers (Kanjoos)	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1876	Bangaloreans	Imaginators	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1877	Bangladeshi	Immigrant	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1878	Baniya	Goldsmith	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1879	Baniya	Good in accounting	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1880	Baniya	Lala	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1881	Baniya	Kanjoos	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0		
1882	Baniya	Kanjoos(shrewd)	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1883	Baniya	Shops	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0		
1884	Bengali	Superstitious	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1885	Female	Air hostess	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0		
1886	Africans	Good hearted	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1887	Marwadi	Trader	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1888	Odia	Lazy	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1889	Odia	Good	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1890	Muslim	Terrorist	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1891	Indian	Hindu	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1892	North East Indian	Eat snakes, dogs, and all meat	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1893	Punjabi	Alcoholic	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1894	Africans	Poor	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1895	African	Tribal	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1896	Female	Accessories	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1897	Adivasis	Labourers	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1898	Adivasis	Half-witted	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1899	Brahmin	Vegetarian	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1900	Punjabi	Sikh	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1901	Andhra Pradeshi	Fishermen	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0		
1902	Anti -bjp	Anti nationalist	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1903	Arabs	Terrorists	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1904	Americans	Skilled	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1905	Americans	Dumb	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1906	American	World ruler	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1907	American	Rich	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1908	Americans	Rich	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1909	Bengalis	Courageous	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
1910	Bengalis	Writer	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0		
1911	Male	Truck	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1		
1912	Black women	Angry	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1913	Blacks	Africans	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1914	Blacks	Great atheletes	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1915	Blacks	Criminals	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0		
1916	Blacks	Robbers	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1917	Male	Executive	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0		
1918	Blue colour	Boys	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0		
1919	Bohra community	Import export	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1920	Bollywood	Drug addicts	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0		
1921	Black people	Good at relationship	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1922	Black Americans	unintelligent	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1923	Biharis	Top scorers in competitive exams	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1924	Biharis	Unmannered	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1925	Biharis	Illiterates	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1926	Biharis	Government servants	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1927	Biharis	Business persons	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1928	Biharis	Uneducated, backwards	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		
1929	Biharis	Migrants Labourers	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1930	Bihari	Dark skinned	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1931	Eastern Uttar Pradeshi	dark Skinned	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1		
1932	South Indian	Dark skinned	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1933	Books	Read	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1934	Boy	Brown	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0		
1935	Biharis	No manner	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1936	Boys	Are Not born to income always	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1937	Boys	Emotionally Immature	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1938	Boys	Superior in nature	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1939	Boys	Always confident and firm	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0		
1940	Boys	Superior in nuture	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0		
1941	Boy	Not to cry	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0		
1942	Boys	Play cricket	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1		
1943	Boys	Dont cry	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
1944	Boy child	Best	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0		
1945	Boys	Better in math	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1946	Male	Slow readers	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1947	Male	Sportsperson	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1948	Bengalis	Non-vegetarian	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0		
1949	Bengalis	Loudmouth	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1950	Bengalis	Shops	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0		
1951	Bengalis	Generous	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		
1952	Bengalis	Political	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		
1953	Bengalis	Good in performing arts	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1954	Bengalis	Fish lover	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1955	Bengalis	Doesn't Hate cricket	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0		
1956	Bengali	Love fish	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0		
1957	Bengalis	Foodies	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1958	Bengalis	Durga Pooja	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0		
1959	Bengalis	Sweet people	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0		
1960	Biharis	Less Intelligent	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
