"Identity","Attribute","Total","West Suburban","West Urban","South Suburban","South Urban","East Suburban","East Urban","North Suburban","North Urban","Female","Male","General Category","Scheduled Castes","Scheduled Tribes","Other Backward Classes","Hindu","Muslim","Jain","Sikh","Buddhist","Christian","",""
"Bengalis","Doesn't Hate cricket","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bengali","Love fish","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Bengalis","Foodies","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Bengalis","Durga Pooja","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","",""
"Bengalis","Sweet people","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Biharis","Less Intelligent","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Bihar","IAS","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bihari","Less educated","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bihari students prepare for","UPSC","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Biharis","Govt Jobs","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","",""
"Biharis","Vegetable seller","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Biharis","Hardworking","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Biharis","Backward","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Biharis","Foolish","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Bihari","Laborer","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bhubaneswari","Arrogant","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bhubaneswari","Smart","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Bengali","Singer and writer","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Bengali","Eat sweets","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Bengali","Good singer and writer","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","",""
"Bhadrak","Muslims have the supreme power","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","",""
"Bhaiya","If he get work he bring more people from his village to work","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Kashmiri","Pahadi","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Kandhamal","Tribal Dominated","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Kannada person","IT job","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Kashmiri","Selfish","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Kashmiri Pandit","Victim","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Kashmiris","Beautiful faces","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Kashmiris","Anti-national","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Kashmiris","Gardeners","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Kashmiris","Indian army","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","",""
"Kanauji","Clothes cleaners","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Kammas","Traders","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Kalahandi","More tribals","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Japanese","Fair","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Japanese","Anime/Ramen","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Odia","Jagannath worshipper","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","",""
"Jews","Greedy","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Jharkhandi","Adivasi","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Women","Bad at jobs","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Kashmiris","Militants","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Japanese","Work hard","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Konkani","Fishing","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Koli","Fishermen","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","",""
"Konkanis","Backwards","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Koraput","Simple hearts","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Kshatriyas","Brave","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Keralite","Educated","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Keralite","Intelligent","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Keralite","Very literate","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Keralites","Wiser","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Keralites","Highly Educated","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Keralites","Educationist","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","",""
"Keralites","Kathakali","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","",""
"Khandayat","Warrior","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Khastriyas","Rulers","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Japanese","Hard working","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","",""
"Kshatriyas","Warriors and kings","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Indian","Dark skinned","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Indians","Only speaks hindi","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Indians","Not backward","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Indians","Wise","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Indians","poor","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Indians","Deeply spiritual","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Indians","Brainy","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","",""
"Indians","Clever","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Indian women","Subordinate to men","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Indian women","Wear sarees and salwars","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Indians","Are poor but happy","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Indians","Brown","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Indians","Intelligent","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Jajpuria","Braggart","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Jain","Business persons","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Jain","Jewellers","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","",""
"Jain","Veg","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Jains","Business persons","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","",""
"Jains","Traders","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Indian","Intelligent","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Jains","Stingy","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Jains","Are mostly not alcoholic.","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Jains","Wholesaler","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Jajpur people","Vary helpful","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Jaat","fighters","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Alohol consumer","Non vegetarian","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Jaat","Landlords","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Jaat","powerful","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Jaat","Angry","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Jaat","Jamindar","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Kumars","Potters","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marathis","Workers","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Marathi","Rude","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Marathi","Army and police persons","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Marathis","Warriors","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marathis","Police","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Marathis","Proud of their culture","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","",""
"Marathis","Puranpoli","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marathas","Rulers","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Maratha","Not trader","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Man are interested","Female","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Mangoes","Are sweet","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","",""
"Manipur","Folk Dance","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","",""
"Manipuri","Chinese","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","",""
"Tribal persons","Uncivilized","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Maratha","Brave","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Marwadis","Kirana","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Marwadis","Money minded","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Spend less money","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Thrifty","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Jewellers","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Misers","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Do not spend money","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Marwadis","Rich but Miser","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Hotels","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Are business men","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadi","Gold","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Marwadi","Businessmen","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Are very clever","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","",""
"Marwadi","Rich","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Clothes business","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Marwadis","Jewellery business","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Marwadis","Kanjoos","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","",""
"Marwadis","Avaricious","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Marwadis","Businessman","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Malkangiri","Terrorist","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Maharana","Carpenter","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","",""
"Madhya Pradeshi","Job","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Madhya Pradeshi","Casteist","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","",""
"Madiga","Poor","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Madiga","Poor","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Maharana","Woodwork","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","",""
"Maharashtra","Chatrapati Shivaji Maharaj","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Maharashtrian","Farmer","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Maharashtrian","Multiculture","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Maharashtrian","Farmers","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Latinos","Dance well","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Male","Lazy","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Maharashtrian","Employees","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","",""
"Maharashtrain Koli","Fishing business","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","",""
"Male","Powerful and Superior","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
"Male","Masculine","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Maharashtrian","Agriculture","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Males","Hardworking","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","",""
"Male","Irresponsible","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","",""
"Male","Knowledgeable","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",""
"Males","Do not cook at home","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","",""
"Malayali","Intelligent","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","",""
"Malayalis","Pretty","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","",""
"Malas","Laborers","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","",""
